Produto_ID,Nome,Categoria,Cor,Descrição,Tamanho,Preço,Custo_Aquisição,Imagem
623,Sapiente,Calçado,Roxo,Quod excepturi voluptatem explicabo reprehenderit cumque pariatur.,42,69.68,24.23,https://source.unsplash.com/200x200/?calçado
624,Occaecati,Roupas,Vermelho,Natus quo sint sit quo temporibus esse.,XS,96.35,42.91,https://source.unsplash.com/200x200/?roupas
625,Nemo,Roupas,Cinzento,Sed fugiat saepe quibusdam voluptatibus repellat exercitationem.,L,78.16,47.01,https://source.unsplash.com/200x200/?roupas
626,Cum,Roupas,Rosa,Perferendis velit reprehenderit atque corrupti numquam vitae optio.,M,93.2,10.75,https://source.unsplash.com/200x200/?roupas
627,Quia,Roupas,Roxo,Iste consectetur repellat magni accusantium.,S,64.19,32.76,https://source.unsplash.com/200x200/?roupas
628,Eius,Roupas,Branco,Commodi ipsa velit reprehenderit.,L,29.73,21.83,https://source.unsplash.com/200x200/?roupas
629,Atque,Calçado,Branco,In necessitatibus neque at.,40,71.63,47.32,https://source.unsplash.com/200x200/?calçado
630,Accusantium,Roupas,Roxo,Quidem voluptas qui.,XL,73.49,42.16,https://source.unsplash.com/200x200/?roupas
631,Similique,Calçado,Laranja,Dolorem atque debitis.,45,76.49,15.6,https://source.unsplash.com/200x200/?calçado
632,Modi,Roupas,Verde,Eveniet fugit consequuntur delectus reiciendis.,XL,56.93,48.52,https://source.unsplash.com/200x200/?roupas
633,Quos,Roupas,Cinzento,Iusto animi dolorem eveniet numquam libero.,XS,42.67,38.8,https://source.unsplash.com/200x200/?roupas
634,Eaque,Roupas,Verde,Debitis numquam nobis quo veritatis minima similique.,XS,79.54,28.19,https://source.unsplash.com/200x200/?roupas
635,Mollitia,Calçado,Branco,In quia quod corrupti.,35,45.28,24.76,https://source.unsplash.com/200x200/?calçado
636,Maxime,Calçado,Cinzento,Totam asperiores odit accusamus porro.,45,84.57,41.07,https://source.unsplash.com/200x200/?calçado
637,Ad,Calçado,Rosa,Amet libero id aliquam in pariatur nihil.,44,24.97,49.79,https://source.unsplash.com/200x200/?calçado
638,Beatae,Roupas,Azul,Consectetur cum alias a perferendis animi sint.,XS,78.83,13.86,https://source.unsplash.com/200x200/?roupas
639,Cum,Calçado,Verde,Praesentium quos architecto delectus voluptate nulla dolore explicabo.,41,97.32,10.07,https://source.unsplash.com/200x200/?calçado
640,Asperiores,Roupas,Azul,Ipsum tenetur delectus tenetur provident cum.,XS,45.4,49.97,https://source.unsplash.com/200x200/?roupas
641,Maiores,Calçado,Cinzento,Optio laboriosam esse ullam nemo occaecati veritatis.,36,27.28,46.85,https://source.unsplash.com/200x200/?calçado
642,Culpa,Roupas,Vermelho,Fugiat adipisci est eum aspernatur.,XXL,42.94,12.67,https://source.unsplash.com/200x200/?roupas
643,Laudantium,Calçado,Laranja,Consectetur aliquam consequuntur repellat odio velit amet.,44,76.08,31.31,https://source.unsplash.com/200x200/?calçado
644,Ut,Calçado,Roxo,Provident quos expedita tempore cupiditate sapiente.,39,54.21,13.06,https://source.unsplash.com/200x200/?calçado
645,Voluptate,Calçado,Rosa,Officia eaque ipsum itaque.,38,94.44,39.23,https://source.unsplash.com/200x200/?calçado
646,Quae,Calçado,Branco,Incidunt animi aliquam a distinctio officia distinctio.,41,54.33,24.4,https://source.unsplash.com/200x200/?calçado
647,Repellendus,Calçado,Branco,Quod voluptatem ducimus officiis expedita unde suscipit.,43,34.96,44.02,https://source.unsplash.com/200x200/?calçado
648,Unde,Roupas,Preto,Deleniti expedita nulla.,XL,29.71,37.44,https://source.unsplash.com/200x200/?roupas
649,Enim,Calçado,Cinzento,Perspiciatis magni nam repellendus cupiditate nam odit fugiat.,35,84.01,25.32,https://source.unsplash.com/200x200/?calçado
650,Adipisci,Calçado,Roxo,Expedita pariatur consequuntur illum tempore.,36,38.02,10.47,https://source.unsplash.com/200x200/?calçado
651,Optio,Calçado,Laranja,Fugit officia mollitia earum esse ipsa tenetur ad.,36,82.03,13.68,https://source.unsplash.com/200x200/?calçado
652,Quaerat,Roupas,Amarelo,Mollitia nobis cupiditate inventore.,XXL,58.48,20.66,https://source.unsplash.com/200x200/?roupas
653,Et,Calçado,Cinzento,Maxime voluptatum exercitationem suscipit ipsum.,37,36.98,27.49,https://source.unsplash.com/200x200/?calçado
654,A,Roupas,Azul,Minima blanditiis placeat reiciendis.,M,89.56,33.33,https://source.unsplash.com/200x200/?roupas
655,Quaerat,Roupas,Laranja,Veniam esse quod quo architecto similique.,XS,27.36,20.63,https://source.unsplash.com/200x200/?roupas
656,Voluptatibus,Calçado,Cinzento,Fugit aut repellendus numquam similique rerum.,39,51.29,47.67,https://source.unsplash.com/200x200/?calçado
657,Inventore,Roupas,Preto,Pariatur iste atque non magni id fuga dolorem.,XS,61.08,10.86,https://source.unsplash.com/200x200/?roupas
658,Eius,Roupas,Vermelho,Laborum officiis aliquam ratione quae facilis totam.,XXL,71.97,30.59,https://source.unsplash.com/200x200/?roupas
659,Nulla,Calçado,Roxo,Voluptas pariatur est velit nulla harum pariatur laborum.,38,84.34,13.72,https://source.unsplash.com/200x200/?calçado
660,Ipsa,Roupas,Azul,Optio iusto rem voluptatum dolores ipsam.,XXL,71.13,46.27,https://source.unsplash.com/200x200/?roupas
661,Beatae,Roupas,Roxo,Laboriosam vel aut nihil exercitationem molestias.,XS,26.44,26.93,https://source.unsplash.com/200x200/?roupas
662,Tenetur,Roupas,Laranja,Autem natus numquam.,M,39.22,16.7,https://source.unsplash.com/200x200/?roupas
663,At,Roupas,Verde,Dicta dolorem rem qui totam doloremque harum voluptates.,S,90.33,48.76,https://source.unsplash.com/200x200/?roupas
664,Laudantium,Calçado,Azul,Ipsa nesciunt non hic.,41,65.0,45.41,https://source.unsplash.com/200x200/?calçado
665,Blanditiis,Roupas,Vermelho,Ipsum consectetur minima tempora suscipit repudiandae accusamus voluptate.,XXL,85.17,20.56,https://source.unsplash.com/200x200/?roupas
666,Earum,Roupas,Cinzento,Possimus nulla sint esse vero reprehenderit.,S,46.55,36.73,https://source.unsplash.com/200x200/?roupas
667,Repellat,Calçado,Vermelho,Nobis impedit consequuntur voluptate sit at eveniet natus.,36,45.42,36.4,https://source.unsplash.com/200x200/?calçado
668,Soluta,Calçado,Laranja,Nostrum est omnis sunt molestias tenetur.,38,75.57,13.87,https://source.unsplash.com/200x200/?calçado
669,Explicabo,Calçado,Verde,Officiis a magni aspernatur qui culpa.,43,30.22,40.02,https://source.unsplash.com/200x200/?calçado
670,Eligendi,Roupas,Vermelho,Accusamus ullam cum dolor veniam impedit.,M,34.09,17.56,https://source.unsplash.com/200x200/?roupas
671,Neque,Calçado,Roxo,Dolores consequuntur sed pariatur tempora nisi vitae.,45,86.16,40.7,https://source.unsplash.com/200x200/?calçado
672,Neque,Roupas,Rosa,Ipsa nihil eius dignissimos vitae earum.,XL,88.38,10.16,https://source.unsplash.com/200x200/?roupas
673,Voluptatum,Roupas,Preto,Dolorem voluptates sint consequatur aut.,S,39.39,27.49,https://source.unsplash.com/200x200/?roupas
674,Earum,Calçado,Branco,Veritatis illo quibusdam nam corporis sequi ullam.,40,58.9,28.93,https://source.unsplash.com/200x200/?calçado
675,Id,Calçado,Laranja,Porro repellat quasi ullam vero.,43,45.7,40.66,https://source.unsplash.com/200x200/?calçado
676,Tenetur,Roupas,Cinzento,Illo dicta dolorum occaecati itaque cum facere totam.,XXL,42.3,28.97,https://source.unsplash.com/200x200/?roupas
677,Veniam,Roupas,Branco,Voluptas ab voluptate amet.,L,49.08,38.37,https://source.unsplash.com/200x200/?roupas
678,Cumque,Calçado,Verde,Iure quasi error quae.,43,21.38,28.56,https://source.unsplash.com/200x200/?calçado
679,Unde,Roupas,Branco,Minus culpa aliquid nesciunt illo.,XS,25.36,41.87,https://source.unsplash.com/200x200/?roupas
680,Natus,Calçado,Azul,Aspernatur ipsa libero.,40,79.17,39.27,https://source.unsplash.com/200x200/?calçado
681,Ut,Calçado,Roxo,Excepturi similique omnis vel repellat porro.,40,68.15,38.16,https://source.unsplash.com/200x200/?calçado
682,Ullam,Calçado,Vermelho,Quae odit illum adipisci totam.,45,56.59,30.84,https://source.unsplash.com/200x200/?calçado
683,Autem,Roupas,Vermelho,Quas facere explicabo quasi quas.,XL,85.78,28.97,https://source.unsplash.com/200x200/?roupas
684,Esse,Roupas,Rosa,Aperiam distinctio repellendus consequuntur perferendis repellat.,XL,20.43,43.55,https://source.unsplash.com/200x200/?roupas
685,Possimus,Calçado,Rosa,At quaerat quia soluta vitae fuga explicabo.,35,53.83,15.99,https://source.unsplash.com/200x200/?calçado
686,Consequatur,Calçado,Amarelo,Rem neque sunt est dolores placeat dolores deserunt.,43,38.44,42.22,https://source.unsplash.com/200x200/?calçado
687,Eius,Roupas,Branco,In possimus saepe ducimus aliquam repellat soluta.,M,47.71,41.21,https://source.unsplash.com/200x200/?roupas
688,Ipsa,Calçado,Amarelo,Doloremque repudiandae recusandae nam vel.,40,91.74,14.17,https://source.unsplash.com/200x200/?calçado
689,Rem,Calçado,Amarelo,Odio perferendis dolorem et.,36,31.87,15.39,https://source.unsplash.com/200x200/?calçado
690,Exercitationem,Roupas,Verde,Incidunt molestias est neque cupiditate officia non.,L,90.93,31.71,https://source.unsplash.com/200x200/?roupas
691,Fugiat,Calçado,Laranja,Qui est exercitationem inventore magni ratione corrupti.,36,60.17,19.08,https://source.unsplash.com/200x200/?calçado
692,Omnis,Roupas,Preto,Veniam atque at excepturi.,S,97.42,11.02,https://source.unsplash.com/200x200/?roupas
693,Reiciendis,Calçado,Preto,Reprehenderit ad aspernatur aperiam.,44,70.04,40.25,https://source.unsplash.com/200x200/?calçado
694,Delectus,Calçado,Vermelho,Numquam distinctio ut dignissimos.,38,63.96,15.24,https://source.unsplash.com/200x200/?calçado
695,Est,Roupas,Azul,Omnis quis cupiditate libero corrupti iusto natus.,XL,50.32,47.74,https://source.unsplash.com/200x200/?roupas
696,Perspiciatis,Roupas,Roxo,Fuga expedita possimus id unde.,XXL,36.01,47.68,https://source.unsplash.com/200x200/?roupas
697,Reiciendis,Roupas,Vermelho,Quos molestiae sequi quas.,L,77.14,22.33,https://source.unsplash.com/200x200/?roupas
698,Maxime,Calçado,Laranja,Accusantium corrupti reiciendis ad.,44,30.58,21.21,https://source.unsplash.com/200x200/?calçado
699,Rem,Roupas,Cinzento,Perferendis perferendis quae ipsam pariatur ipsum exercitationem.,XL,42.96,38.01,https://source.unsplash.com/200x200/?roupas
700,Minima,Calçado,Verde,Suscipit et labore reiciendis omnis corrupti ducimus.,36,79.9,47.74,https://source.unsplash.com/200x200/?calçado
701,Impedit,Roupas,Roxo,Accusamus non doloribus.,XXL,87.35,39.99,https://source.unsplash.com/200x200/?roupas
702,Sint,Calçado,Roxo,Minus quae veniam enim sed.,44,99.35,25.77,https://source.unsplash.com/200x200/?calçado
703,Saepe,Roupas,Rosa,Rem pariatur nihil harum ut fugit.,S,94.54,32.86,https://source.unsplash.com/200x200/?roupas
704,Corporis,Calçado,Azul,Odio iusto voluptatibus reiciendis.,35,74.93,35.07,https://source.unsplash.com/200x200/?calçado
705,Voluptatem,Roupas,Amarelo,At quisquam assumenda debitis.,XXL,24.3,46.9,https://source.unsplash.com/200x200/?roupas
706,Incidunt,Roupas,Roxo,Minus sapiente adipisci fugiat tempora id iusto.,S,72.62,24.42,https://source.unsplash.com/200x200/?roupas
707,Tenetur,Roupas,Roxo,Nesciunt atque animi magni hic omnis.,XL,68.61,16.04,https://source.unsplash.com/200x200/?roupas
708,Pariatur,Calçado,Azul,Quam in eligendi dolorum quas odio voluptatum.,44,87.28,49.32,https://source.unsplash.com/200x200/?calçado
709,Quaerat,Roupas,Roxo,Recusandae perferendis qui dignissimos deserunt eveniet officia sequi.,M,71.95,27.92,https://source.unsplash.com/200x200/?roupas
710,Assumenda,Roupas,Verde,Consectetur quam quaerat sed.,S,94.16,12.07,https://source.unsplash.com/200x200/?roupas
711,Qui,Calçado,Preto,Quidem deserunt fugiat error blanditiis hic.,38,86.5,39.11,https://source.unsplash.com/200x200/?calçado
712,Non,Roupas,Laranja,Nam sapiente repudiandae dolorem ea.,L,63.23,17.45,https://source.unsplash.com/200x200/?roupas
713,Modi,Roupas,Roxo,Officiis eaque ex fuga ex animi.,L,21.28,28.93,https://source.unsplash.com/200x200/?roupas
714,Esse,Calçado,Vermelho,Reiciendis occaecati sed expedita quisquam.,41,84.04,11.59,https://source.unsplash.com/200x200/?calçado
715,Quos,Calçado,Branco,Qui dolore quasi enim.,35,66.71,40.32,https://source.unsplash.com/200x200/?calçado
716,Ullam,Roupas,Preto,Mollitia perferendis quisquam optio nobis.,S,57.29,38.32,https://source.unsplash.com/200x200/?roupas
717,Id,Roupas,Amarelo,Doloribus iste quisquam maiores laudantium dolorem.,XS,98.09,43.93,https://source.unsplash.com/200x200/?roupas
718,Consectetur,Calçado,Azul,Praesentium illo quas officiis non sunt aliquam.,35,42.85,26.81,https://source.unsplash.com/200x200/?calçado
719,Recusandae,Roupas,Laranja,Illum ducimus soluta quisquam nihil beatae incidunt.,S,99.6,28.11,https://source.unsplash.com/200x200/?roupas
720,Ipsum,Calçado,Rosa,Totam tempore voluptates libero nemo modi excepturi aperiam.,41,88.92,38.64,https://source.unsplash.com/200x200/?calçado
721,Dolor,Roupas,Branco,Ab nostrum maiores optio.,S,96.88,35.89,https://source.unsplash.com/200x200/?roupas
722,Quibusdam,Roupas,Vermelho,Dolores maxime dolores ratione deleniti incidunt aspernatur.,XS,26.58,39.63,https://source.unsplash.com/200x200/?roupas
723,Libero,Roupas,Vermelho,Placeat earum ea adipisci quam debitis perspiciatis.,XL,35.27,33.2,https://source.unsplash.com/200x200/?roupas
724,Officia,Roupas,Laranja,Quae tempore quis veritatis error repellat.,L,59.14,12.02,https://source.unsplash.com/200x200/?roupas
725,Similique,Calçado,Preto,Voluptatem eaque eos deleniti fuga mollitia.,36,74.13,20.48,https://source.unsplash.com/200x200/?calçado
726,Cumque,Roupas,Azul,Officiis voluptatem exercitationem.,L,45.66,39.6,https://source.unsplash.com/200x200/?roupas
727,Nisi,Roupas,Branco,Soluta asperiores et labore provident veritatis iure.,XL,53.7,31.08,https://source.unsplash.com/200x200/?roupas
728,Nam,Roupas,Vermelho,Laudantium cupiditate quaerat asperiores explicabo.,XL,27.01,26.89,https://source.unsplash.com/200x200/?roupas
729,Asperiores,Calçado,Laranja,Officia soluta ullam suscipit officia eaque odit.,44,92.22,16.24,https://source.unsplash.com/200x200/?calçado
730,Culpa,Roupas,Cinzento,Facilis nostrum maxime dicta in.,L,96.23,36.1,https://source.unsplash.com/200x200/?roupas
731,Modi,Roupas,Preto,Veritatis omnis ad officia nobis omnis.,L,29.17,13.06,https://source.unsplash.com/200x200/?roupas
732,Similique,Calçado,Laranja,Tempore ipsum repudiandae repellendus quidem aperiam explicabo.,39,20.78,17.23,https://source.unsplash.com/200x200/?calçado
733,Aliquam,Calçado,Vermelho,Itaque illo animi laboriosam aut doloremque accusamus.,37,30.4,29.37,https://source.unsplash.com/200x200/?calçado
734,Adipisci,Calçado,Cinzento,Dolorem minima placeat consequuntur culpa et repellat.,42,71.41,29.49,https://source.unsplash.com/200x200/?calçado
735,Minima,Calçado,Amarelo,Iusto deserunt eius laboriosam consequatur.,35,92.73,20.78,https://source.unsplash.com/200x200/?calçado
736,Excepturi,Roupas,Laranja,Repudiandae quam quia commodi.,S,49.97,26.87,https://source.unsplash.com/200x200/?roupas
737,Repellendus,Roupas,Laranja,Consectetur saepe quos illum quaerat placeat.,XS,77.92,33.19,https://source.unsplash.com/200x200/?roupas
738,Quibusdam,Calçado,Vermelho,Id laborum eius praesentium.,43,61.95,30.77,https://source.unsplash.com/200x200/?calçado
739,Laborum,Roupas,Branco,Ipsum error odio sed sed cumque.,XL,88.51,17.55,https://source.unsplash.com/200x200/?roupas
740,Impedit,Calçado,Amarelo,Iure facilis dignissimos modi totam reprehenderit omnis ea.,38,55.1,44.35,https://source.unsplash.com/200x200/?calçado
741,Doloribus,Roupas,Cinzento,Voluptates amet suscipit aperiam sed.,XXL,73.54,25.72,https://source.unsplash.com/200x200/?roupas
742,Cupiditate,Calçado,Cinzento,Assumenda adipisci nam maxime recusandae et odit.,44,24.46,26.81,https://source.unsplash.com/200x200/?calçado
743,Necessitatibus,Calçado,Roxo,Reprehenderit saepe assumenda esse.,41,40.9,49.0,https://source.unsplash.com/200x200/?calçado
744,Magnam,Roupas,Laranja,Quas ab corporis incidunt rem repudiandae unde.,XXL,79.11,27.03,https://source.unsplash.com/200x200/?roupas
745,Fugiat,Roupas,Amarelo,Explicabo inventore fuga nihil.,XS,26.48,15.15,https://source.unsplash.com/200x200/?roupas
746,Excepturi,Roupas,Azul,Officiis inventore quaerat deleniti occaecati voluptatem nisi.,L,38.0,47.05,https://source.unsplash.com/200x200/?roupas
747,Quis,Calçado,Laranja,Reprehenderit pariatur rem eum dicta ut perspiciatis.,39,58.81,29.41,https://source.unsplash.com/200x200/?calçado
748,Quas,Roupas,Azul,Sit consectetur harum necessitatibus ab illum placeat ullam.,S,56.71,18.66,https://source.unsplash.com/200x200/?roupas
749,Maiores,Roupas,Roxo,Laudantium tempore dolores ex quod.,XL,27.28,23.99,https://source.unsplash.com/200x200/?roupas
750,Porro,Roupas,Verde,Aliquam maiores porro rem aut aut ex.,S,30.11,40.21,https://source.unsplash.com/200x200/?roupas
751,Voluptatum,Calçado,Branco,Corporis omnis recusandae possimus quo ipsam nobis.,38,94.31,40.71,https://source.unsplash.com/200x200/?calçado
752,Quia,Calçado,Amarelo,Fugit quas pariatur veniam enim aut.,44,99.42,49.04,https://source.unsplash.com/200x200/?calçado
753,Nemo,Calçado,Rosa,Sequi quis molestiae aut laborum.,44,21.95,25.27,https://source.unsplash.com/200x200/?calçado
754,Accusantium,Roupas,Vermelho,Ipsa amet magnam et quas amet magni consequatur.,XS,59.26,13.17,https://source.unsplash.com/200x200/?roupas
755,Minus,Roupas,Branco,Tempora veritatis et in occaecati aspernatur sequi consequuntur.,L,54.06,25.56,https://source.unsplash.com/200x200/?roupas
756,Hic,Calçado,Amarelo,Officia beatae architecto qui ex cumque molestias.,39,47.29,11.83,https://source.unsplash.com/200x200/?calçado
757,Nihil,Roupas,Azul,Inventore at doloremque nihil.,M,35.25,39.66,https://source.unsplash.com/200x200/?roupas
758,Laudantium,Calçado,Branco,Neque at a exercitationem totam.,43,85.06,12.06,https://source.unsplash.com/200x200/?calçado
759,Commodi,Calçado,Verde,Id optio laboriosam.,44,63.17,36.12,https://source.unsplash.com/200x200/?calçado
760,Optio,Calçado,Preto,Itaque magnam excepturi.,44,20.87,26.78,https://source.unsplash.com/200x200/?calçado
761,Beatae,Roupas,Amarelo,Sunt aliquid nesciunt molestias.,L,64.49,36.98,https://source.unsplash.com/200x200/?roupas
762,Vel,Calçado,Branco,Adipisci quis vero unde consectetur.,42,62.41,13.75,https://source.unsplash.com/200x200/?calçado
763,Quam,Calçado,Branco,Odio numquam consectetur assumenda quo dicta.,44,84.63,16.94,https://source.unsplash.com/200x200/?calçado
764,Veniam,Roupas,Cinzento,Voluptas culpa aut totam.,M,64.99,44.8,https://source.unsplash.com/200x200/?roupas
765,Nesciunt,Calçado,Azul,Quos a laudantium eveniet officiis.,35,93.97,43.26,https://source.unsplash.com/200x200/?calçado
766,Reiciendis,Calçado,Cinzento,Impedit sed placeat sunt laboriosam recusandae eligendi rem.,41,70.98,48.65,https://source.unsplash.com/200x200/?calçado
767,Dolorum,Calçado,Vermelho,Magni quam error omnis.,44,46.94,15.36,https://source.unsplash.com/200x200/?calçado
768,Quo,Calçado,Cinzento,Ut voluptatibus a aliquam quaerat nulla maxime maiores.,36,24.74,30.48,https://source.unsplash.com/200x200/?calçado
769,Explicabo,Calçado,Verde,Architecto quidem facere a quae.,38,33.86,27.41,https://source.unsplash.com/200x200/?calçado
770,Hic,Calçado,Rosa,Cupiditate quam commodi expedita maxime atque.,42,78.12,24.03,https://source.unsplash.com/200x200/?calçado
771,Rerum,Calçado,Verde,Officiis labore quod aperiam perspiciatis.,36,87.91,21.15,https://source.unsplash.com/200x200/?calçado
772,Nam,Roupas,Laranja,Iure iusto iste ex repudiandae perferendis.,XS,25.37,26.65,https://source.unsplash.com/200x200/?roupas
773,Ducimus,Calçado,Verde,Aperiam modi atque fugiat voluptatem alias perferendis.,40,22.18,36.65,https://source.unsplash.com/200x200/?calçado
774,Ullam,Calçado,Roxo,Recusandae reprehenderit asperiores exercitationem ipsa commodi.,40,86.94,18.94,https://source.unsplash.com/200x200/?calçado
775,Suscipit,Roupas,Azul,Esse eum voluptatem nesciunt.,L,27.48,46.83,https://source.unsplash.com/200x200/?roupas
776,Eveniet,Roupas,Cinzento,Corrupti quia dolores corrupti dolorem quibusdam beatae fugit.,XL,56.71,34.17,https://source.unsplash.com/200x200/?roupas
777,Corrupti,Calçado,Branco,Harum optio quam aliquam odit cumque autem.,40,85.86,17.05,https://source.unsplash.com/200x200/?calçado
778,Laborum,Roupas,Laranja,Aspernatur assumenda repudiandae adipisci.,L,24.33,32.78,https://source.unsplash.com/200x200/?roupas
779,Adipisci,Calçado,Roxo,Explicabo neque fugit.,39,84.49,42.74,https://source.unsplash.com/200x200/?calçado
780,Ea,Calçado,Amarelo,Fugiat in dolorem ex inventore.,35,72.41,46.34,https://source.unsplash.com/200x200/?calçado
781,At,Roupas,Verde,Delectus veniam alias aliquid.,S,44.27,39.29,https://source.unsplash.com/200x200/?roupas
782,Provident,Roupas,Branco,Alias cupiditate suscipit sed tempore.,S,32.59,31.37,https://source.unsplash.com/200x200/?roupas
783,Assumenda,Roupas,Cinzento,Ipsam sapiente consequatur porro.,XL,58.04,16.01,https://source.unsplash.com/200x200/?roupas
784,Sit,Calçado,Amarelo,Aperiam alias recusandae.,44,84.92,17.69,https://source.unsplash.com/200x200/?calçado
785,Corporis,Calçado,Roxo,Cupiditate numquam amet voluptate.,45,27.98,22.84,https://source.unsplash.com/200x200/?calçado
786,Ullam,Calçado,Verde,Odio laborum officia officia.,39,78.91,21.33,https://source.unsplash.com/200x200/?calçado
787,Ipsa,Roupas,Preto,Nam illo soluta magnam.,XXL,45.45,41.71,https://source.unsplash.com/200x200/?roupas
788,Numquam,Calçado,Cinzento,Corporis voluptate porro harum quibusdam.,45,49.98,20.04,https://source.unsplash.com/200x200/?calçado
789,Rerum,Calçado,Preto,Odio voluptate qui quos expedita molestias.,36,55.6,19.46,https://source.unsplash.com/200x200/?calçado
790,Temporibus,Calçado,Rosa,Sint nobis deserunt earum.,36,45.39,35.68,https://source.unsplash.com/200x200/?calçado
791,Odit,Roupas,Laranja,Alias enim ea molestiae.,XXL,25.73,33.35,https://source.unsplash.com/200x200/?roupas
792,Omnis,Calçado,Cinzento,Harum voluptatem eaque officiis omnis velit necessitatibus placeat.,42,61.43,36.2,https://source.unsplash.com/200x200/?calçado
793,Ea,Calçado,Preto,Consectetur eius praesentium hic explicabo inventore libero.,39,21.17,40.28,https://source.unsplash.com/200x200/?calçado
794,Neque,Roupas,Amarelo,Officiis quas reprehenderit.,S,44.15,11.83,https://source.unsplash.com/200x200/?roupas
795,Quidem,Roupas,Azul,Error unde numquam fuga provident.,S,26.88,33.74,https://source.unsplash.com/200x200/?roupas
796,Necessitatibus,Calçado,Cinzento,Consequuntur doloremque esse tempora.,43,85.91,39.49,https://source.unsplash.com/200x200/?calçado
797,Hic,Roupas,Amarelo,Aspernatur ullam nulla possimus odio occaecati aut inventore.,L,74.25,42.34,https://source.unsplash.com/200x200/?roupas
798,Explicabo,Calçado,Branco,Optio enim illo debitis enim doloribus soluta.,39,69.04,25.17,https://source.unsplash.com/200x200/?calçado
799,Repudiandae,Roupas,Laranja,Nulla corrupti iste distinctio vitae non eos.,XXL,65.41,16.34,https://source.unsplash.com/200x200/?roupas
800,Nemo,Calçado,Branco,Earum tenetur eos nesciunt fuga provident sequi repellendus.,43,25.12,22.6,https://source.unsplash.com/200x200/?calçado
801,Voluptate,Roupas,Azul,Fugit id explicabo quidem culpa.,XS,93.14,19.61,https://source.unsplash.com/200x200/?roupas
802,Nisi,Roupas,Azul,Quo hic sunt nostrum earum doloribus tempore.,L,49.63,30.72,https://source.unsplash.com/200x200/?roupas
803,Nihil,Calçado,Branco,Eum dicta quos laboriosam.,45,80.83,34.65,https://source.unsplash.com/200x200/?calçado
804,Error,Calçado,Roxo,Repudiandae velit aliquam dolorum saepe perferendis.,37,43.84,27.18,https://source.unsplash.com/200x200/?calçado
805,Omnis,Roupas,Laranja,Quis dignissimos quas pariatur.,S,96.7,34.76,https://source.unsplash.com/200x200/?roupas
806,Vero,Roupas,Cinzento,Doloribus et quam assumenda.,XS,90.86,45.08,https://source.unsplash.com/200x200/?roupas
807,Vero,Roupas,Branco,Voluptatem modi velit est.,M,44.8,18.61,https://source.unsplash.com/200x200/?roupas
808,Ipsum,Roupas,Amarelo,Mollitia deleniti iste consectetur.,M,34.27,19.93,https://source.unsplash.com/200x200/?roupas
809,Voluptate,Calçado,Branco,Inventore laborum harum impedit.,44,68.66,35.67,https://source.unsplash.com/200x200/?calçado
810,Praesentium,Roupas,Rosa,Voluptates dolores et asperiores.,XS,41.2,43.18,https://source.unsplash.com/200x200/?roupas
811,Similique,Calçado,Laranja,Nisi ducimus quasi iusto laborum dicta.,40,52.52,15.24,https://source.unsplash.com/200x200/?calçado
812,Voluptatem,Roupas,Cinzento,Voluptates aliquam exercitationem alias ratione.,XL,65.2,41.03,https://source.unsplash.com/200x200/?roupas
813,Ex,Roupas,Rosa,Ratione non fugit non odit voluptatum libero.,XL,94.17,35.66,https://source.unsplash.com/200x200/?roupas
814,Consequatur,Roupas,Roxo,Aperiam reprehenderit quidem minima recusandae vitae iure.,XL,45.75,21.79,https://source.unsplash.com/200x200/?roupas
815,Magni,Calçado,Amarelo,Architecto quasi deserunt iusto.,37,73.86,13.53,https://source.unsplash.com/200x200/?calçado
816,Cum,Roupas,Rosa,Totam assumenda architecto voluptas fuga.,L,46.28,24.47,https://source.unsplash.com/200x200/?roupas
817,Fugit,Roupas,Cinzento,Ad eaque accusantium similique sed nulla.,XS,65.53,18.12,https://source.unsplash.com/200x200/?roupas
818,Nobis,Calçado,Verde,Impedit officiis dicta aliquid iusto.,45,73.58,13.78,https://source.unsplash.com/200x200/?calçado
819,Pariatur,Calçado,Laranja,Recusandae tempora voluptate consequatur perferendis ad libero.,39,62.4,15.8,https://source.unsplash.com/200x200/?calçado
820,Soluta,Calçado,Amarelo,Quo at veritatis.,40,58.0,16.17,https://source.unsplash.com/200x200/?calçado
821,Laborum,Roupas,Preto,Debitis at neque ipsum sit qui deserunt maiores.,XXL,21.95,11.68,https://source.unsplash.com/200x200/?roupas
822,Quisquam,Calçado,Branco,Nesciunt beatae reiciendis provident provident corporis tenetur.,37,34.79,27.77,https://source.unsplash.com/200x200/?calçado
823,Totam,Calçado,Preto,Fugit nesciunt repellat sit labore aspernatur.,44,98.88,14.74,https://source.unsplash.com/200x200/?calçado
824,Temporibus,Calçado,Laranja,Eligendi distinctio omnis dignissimos veniam.,35,32.4,32.8,https://source.unsplash.com/200x200/?calçado
825,Assumenda,Roupas,Amarelo,Harum quos sint ea.,XS,21.17,12.33,https://source.unsplash.com/200x200/?roupas
826,Perspiciatis,Calçado,Vermelho,Dolorem error veniam labore consequatur minus earum optio.,44,20.57,15.92,https://source.unsplash.com/200x200/?calçado
827,Amet,Roupas,Roxo,Consectetur occaecati illum repudiandae.,S,31.85,34.1,https://source.unsplash.com/200x200/?roupas
828,Iste,Roupas,Amarelo,Saepe sint accusamus.,XXL,91.64,40.63,https://source.unsplash.com/200x200/?roupas
